server_timestamp,device_id,unit/batch_count,sequence_number,device_timestamp,message_type,payload,client_address,delay_seconds,duplicate_flag,gap_flag,packet_size,cpu_time_ms
 13/12/2025 00:54:16,1,fahrenheit,1, 13/12/2025 00:54:16.249,INIT,,127.0.0.1:53397,0.354,0,0,10,0.0787
 13/12/2025 00:54:16,1,fahrenheit,1, 13/12/2025 00:54:16.353,INIT,,127.0.0.1:53397,0.357,1,0,10,0.2154
 13/12/2025 00:54:17,1,2,2, 13/12/2025 00:54:17.250,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:53397,0.251,0,0,26,0.1312
 13/12/2025 00:54:18,1,1,3, 13/12/2025 00:54:18.250,DATA,NjkuODAwMDAw,127.0.0.1:53397,0.251,0,0,18,0.0707
 13/12/2025 00:54:19,1,3,4, 13/12/2025 00:54:19.251,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:53397,0.252,0,0,34,0.1290
 13/12/2025 00:54:20,1,4,5, 13/12/2025 00:54:20.251,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:53397,0.252,0,0,42,0.1497
 13/12/2025 00:54:21,1,1,6, 13/12/2025 00:54:21.251,DATA,NzIuMDAwMDAw,127.0.0.1:53397,0.252,0,0,18,0.1191
 13/12/2025 00:54:22,1,2,7, 13/12/2025 00:54:22.251,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:53397,0.252,0,0,26,0.1347
 13/12/2025 00:54:23,1,1,8, 13/12/2025 00:54:23.251,DATA,NjkuODAwMDAw,127.0.0.1:53397,0.252,0,0,18,0.0804
 13/12/2025 00:54:24,1,3,9, 13/12/2025 00:54:24.251,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:53397,0.252,0,0,34,0.0851
 13/12/2025 00:54:25,1,4,10, 13/12/2025 00:54:25.252,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:53397,0.253,0,0,42,0.1474
 13/12/2025 00:54:26,1,,0, 13/12/2025 00:54:26.250,HEARTBEAT,,127.0.0.1:53397,0.252,0,0,10,0.7572
 13/12/2025 00:54:26,1,1,11, 13/12/2025 00:54:26.252,DATA,NzIuMDAwMDAw,127.0.0.1:53397,0.256,0,0,18,0.0722
 13/12/2025 00:54:36,1,,0, 13/12/2025 00:54:36.251,HEARTBEAT,,127.0.0.1:53397,0.252,0,0,10,0.4155
 13/12/2025 00:55:42,1,fahrenheit,1, 13/12/2025 00:55:41.920,INIT,,127.0.0.1:57624,1.028,0,0,10,0.0442
 13/12/2025 00:55:43,1,1,3, 13/12/2025 00:55:42.921,DATA,NjkuODAwMDAw,127.0.0.1:57624,1.018,0,1,18,0.4905
 13/12/2025 00:55:43,1,2,2, 13/12/2025 00:55:41.921,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:57624,2.345,0,0,26,0.7245
 13/12/2025 00:55:44,1,3,4, 13/12/2025 00:55:43.921,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:57624,1.022,0,0,34,0.1107
 13/12/2025 00:55:45,1,4,5, 13/12/2025 00:55:44.922,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:57624,1.032,0,0,42,0.1755
 13/12/2025 00:55:46,1,1,6, 13/12/2025 00:55:45.923,DATA,NzIuMDAwMDAw,127.0.0.1:57624,1.015,0,0,18,0.1537
 13/12/2025 00:55:47,1,2,7, 13/12/2025 00:55:46.923,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:57624,1.02,0,0,26,0.1532
 13/12/2025 00:55:48,1,1,8, 13/12/2025 00:55:47.923,DATA,NjkuODAwMDAw,127.0.0.1:57624,1.028,0,0,18,0.0986
 13/12/2025 00:55:49,1,3,9, 13/12/2025 00:55:48.923,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:57624,1.029,0,0,34,0.2410
 13/12/2025 00:55:50,1,4,10, 13/12/2025 00:55:49.923,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:57624,1.017,0,0,42,0.1110
 13/12/2025 00:55:51,1,1,11, 13/12/2025 00:55:50.924,DATA,NzIuMDAwMDAw,127.0.0.1:57624,1.024,0,0,18,0.0903
 13/12/2025 00:55:52,1,,0, 13/12/2025 00:55:51.921,HEARTBEAT,,127.0.0.1:57624,1.028,0,0,10,1.0859
 13/12/2025 00:55:52,1,2,12, 13/12/2025 00:55:51.924,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:57624,1.032,0,0,26,0.2270
